portNumber,portName,regionNumber,regionName,countryCode,countryName,latitudeDegrees,latitudeMinutes,latitudeHemisphere,longitudeDegrees,longitudeMinutes,longitudeHemisphere,publicationNumber,chartNumber,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselCode,goodHoldingGround,turningArea,firstPortOfEntry,usRep,etaMessage,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtDerattCert,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,
7780,JERSEY CITY,6585,UNITED STATES E COAST,US,United States,40,43,N,74,2,W,CP02,12335,M,RN,G,N,N,N,Y,,H,H,K,K,4,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,
6640,JONESPORT,6585,UNITED STATES E COAST,US,United States,44,32,N,67,37,W,CP01,13326,V,CN,G,N,N,Y,Y,N,P,O,P,,12,M,Y,Y,Y,N,Y,N,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
19580,JUNEAU,19080,ALASKA,US,United States,58,18,N,134,25,W,CP08,17315,S,CN,G,N,N,N,,Y,L,A,H,N,14,,Y,Y,Y,,Y,,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,Y,,,,,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
56180,KAHULUI,56050,HAWAIIAN ISLANDS,US,United States,20,54,N,156,28,W,CP07,19342,V,CB,G,N,N,N,,,J,F,K,N,1,M,N,Y,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,,Y,,,,,Y,,,N,,,,,,,,Y,Y,N,N,N,,Y,Y,Y,Y,Y,C,,S,
56140,KAILUA,56050,HAWAIIAN ISLANDS,US,United States,19,38,N,156,0,W,CP07,19331,V,CN,F,N,N,N,,,L,H,N,,1,,,Y,,,,,Y,,,,,,Y,,Y,,,,Y,,Y,,,,,Y,N,,,,,,,,,,N,N,N,N,N,Y,Y,N,N,,,C,,,
19310,KAKE,19080,ALASKA,US,United States,56,58,N,133,56,W,CP08,17368,V,OR,F,N,N,N,,,,,M,M,11,,Y,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
16920,KALAMA,16000,UNITED STATES W COAST,US,United States,46,1,N,122,51,W,CP07,18524,V,RN,E,,,,Y,Y,J,,,,3,L,,,,,,,Y,,,,,,,,Y,,,,,Y,Y,,,,,N,N,,,,,,,,,,Y,Y,N,N,N,Y,Y,,,,,,,,
56250,KAMALO,56050,HAWAIIAN ISLANDS,US,United States,21,3,N,156,53,W,CP07,19353,V,CN,P,N,Y,N,,,O,H,N,,1,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
20000,KANATAK,19080,ALASKA,US,United States,57,34,N,156,2,W,CP09,16570,V,OR,P,N,N,N,,,,,,,10,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19890,KARLUK,19080,ALASKA,US,United States,57,34,N,154,27,W,CP09,16599,V,OR,P,N,N,N,,,,B,,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19220,KASAAN,19080,ALASKA,US,United States,55,32,N,132,24,W,CP08,17426,V,CN,E,N,N,N,,,,,K,,13,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,N,N,,,,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,,,,
19630,KATALLA,19080,ALASKA,US,United States,60,12,N,144,32,W,CP09,16723,V,OR,F,N,N,N,Y,,,J,,,8,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56120,KAUHAKO BAY,56050,HAWAIIAN ISLANDS,US,United States,19,23,N,155,54,W,CP07,19320,V,CN,F,N,N,N,,,A,A,P,,2,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,Y,Y,,,,
4960,KAUKAUNA,4570,US LAKE MICHIGAN,US,United States,44,17,N,88,16,W,CP06,14916,V,RT,E,N,N,Y,Y,Y,P,P,P,,,M,Y,Y,N,N,N,Y,,,,N,N,Y,Y,,Y,N,N,N,Y,N,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,S,,
56230,KAUMALAPAU HARBOR,56050,HAWAIIAN ISLANDS,US,United States,20,47,N,157,0,W,CP07,19351,V,CB,G,N,Y,N,,,J,H,L,,2,M,,Y,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,Y,Y,Y,,,C,,,
56260,KAUNAKAKAI,56050,HAWAIIAN ISLANDS,US,United States,21,5,N,157,2,W,CP07,19353,V,OR,G,N,N,N,N,N,M,A,M,P,1,,,Y,,,Y,Y,Y,,,N,N,,,Y,Y,Y,Y,,Y,,Y,,,,,Y,N,,,Y,,,,,,Y,N,Y,N,N,N,,Y,Y,Y,N,N,D,,,
56160,KAWAIHAE,56050,HAWAIIAN ISLANDS,US,United States,20,2,N,155,50,W,CP07,19330,S,CB,F,Y,Y,N,Y,,J,G,N,,1,M,Y,Y,Y,,Y,Y,Y,,,,Y,,,Y,Y,Y,Y,,Y,,Y,,,,,Y,,,,,,,,,,,Y,Y,N,N,N,,Y,Y,,,,C,M,S,
19790,KENAI,19080,ALASKA,US,United States,60,33,N,151,16,W,CP09,16662,V,CN,F,N,N,Y,Y,,,M,,,18,,,,,,Y,,Y,,,,Y,,,,,Y,,Y,Y,,,Y,,,,,,,Y,Y,Y,Y,,,Y,Y,,,,,,,Y,Y,Y,,,C,,,
7170,KENNEBUNKPORT,6585,UNITED STATES E COAST,US,United States,43,22,N,70,28,W,CP01,13286,V,RN,F,Y,N,Y,Y,N,P,P,P,,9,M,,,N,N,N,,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,C,,S,
4840,KENOSHA,4570,US LAKE MICHIGAN,US,United States,42,35,N,87,49,W,CP06,14904,V,CB,G,N,N,Y,Y,Y,P,F,N,,,M,Y,Y,Y,N,N,Y,,,,,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,Y,,,Y,,,,,Y,Y,Y,Y,Y,Y,C,,,
19130,KETCHIKAN,19080,ALASKA,US,United States,55,20,N,131,39,W,CP08,17430,S,CN,G,,,,,,,,L,K,13,L,Y,Y,,N,,,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,,,C,,,
4910,KEWAUNEE,4570,US LAKE MICHIGAN,US,United States,44,28,N,87,30,W,CP06,14903,V,CB,F,N,N,Y,Y,Y,P,K,P,,,M,Y,Y,N,N,N,Y,N,,,N,N,Y,Y,,Y,,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,C,,S,
17260,KEYPORT,16000,UNITED STATES W COAST,US,United States,47,42,N,122,37,W,CP07,18446,V,CN,E,N,N,N,,Y,,,L,,7,,Y,,,,,,Y,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,
8660,KEY WEST,8650,US GULF COAST,US,United States,24,33,N,81,49,W,CP04,11447,S,CN,G,N,N,N,Y,,K,N,K,,1,L,,Y,Y,N,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,,,,,Y,Y,,N,,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,M,
56150,KIHOLO,56050,HAWAIIAN ISLANDS,US,United States,19,52,N,155,57,W,CP07,19327,V,CN,F,N,N,N,Y,,J,K,P,,1,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,Y,Y,,,,
19430,KIMSHAN COVE,19080,ALASKA,US,United States,57,41,N,136,7,W,CP08,17322,V,CN,G,N,N,N,,,J,J,P,,8,,Y,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,KING COVE,19080,ALASKA,US,United States,55,3,N,162,19,W,CP09,16549,V,CN,P,N,N,N,Y,,,A,M,,5,,Y,,,,Y,,Y,,,,,,,,,Y,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,N,N,N,N,Y,Y,Y,Y,N,N,C,,S,
7680,KINGSTON,6585,UNITED STATES E COAST,US,United States,41,56,N,73,58,W,CP02,12347,S,RN,G,N,N,N,Y,Y,O,J,N,,4,M,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M,
20160,KISKA,20095,ALEUTIAN ISLANDS,US,United States,51,58,N,177,33,E,CP09,16442,V,CN,F,N,N,N,,,B,B,J,,3,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19270,KLAWOCK,19080,ALASKA,US,United States,55,33,N,133,6,W,CP08,17405,V,CN,G,N,,N,Y,,,,N,,8,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,KNUDSON COVE,19080,ALASKA,US,United States,55,28,N,131,48,W,CP08,17422,V,OR,P,N,N,N,Y,,,M,,,13,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,N,N,,,,
19820,KODIAK,19080,ALASKA,US,United States,57,47,N,152,24,W,CP09,16595,S,CN,G,N,N,N,Y,,M,H,L,L,7,L,,,Y,,Y,Y,Y,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
20270,KOGGIUNG,20185,ALASKA CONTINUED,US,United States,58,58,N,156,55,W,CP09,16323,V,CN,F,N,N,N,Y,,,,,,14,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,C,,S,
20340,KOTLIK,20185,ALASKA CONTINUED,US,United States,63,2,N,163,33,W,CP09,16240,V,RN,F,,,,Y,,,,,,3,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
20450,KOTZEBUE,20185,ALASKA CONTINUED,US,United States,66,55,N,162,35,W,CP09,16005,V,CN,F,N,N,Y,Y,,,L,,,2,,,,,,Y,,Y,,,,,,,,,,,Y,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,
20330,KWIGUK,20185,ALASKA CONTINUED,US,United States,62,44,N,164,28,W,CP09,16240,V,RN,F,N,N,N,Y,,,,,,1,,,,,,Y,,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
56200,LAHAINA,56050,HAWAIIAN ISLANDS,US,United States,20,52,N,156,40,W,CP07,19348,V,CB,G,N,Y,N,,,P,E,P,,1,M,Y,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,Y,N,,,Y,,,,,,Y,,,,,,N,Y,N,N,N,N,,,,
9040,LAKE CHARLES,8650,US GULF COAST,US,United States,30,13,N,93,15,W,CP05,11347,S,RN,N,N,N,N,,Y,J,L,L,M,,L,Y,Y,Y,,Y,Y,Y,,Y,N,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
5310,L ANSE,5230,US LAKE SUPERIOR,US,United States,46,46,N,88,28,W,CP06,14971,V,CN,F,N,N,Y,Y,N,N,N,M,,,M,N,Y,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,,,,,,,
5420,LA POINTE,5230,US LAKE SUPERIOR,US,United States,46,47,N,90,47,W,CP06,14973,V,CN,P,N,N,Y,Y,N,P,H,P,,,M,N,N,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,,,,
17090,LA PUSH,16000,UNITED STATES W COAST,US,United States,47,54,N,124,38,W,CP07,18480,V,RN,G,N,N,N,Y,Y,P,,P,,6,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,,N,Y,,,,,,,,,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,
19910,LARSEN BAY,19080,ALASKA,US,United States,57,32,N,153,59,W,CP09,16599,V,CN,G,N,N,N,Y,,L,A,P,,14,,Y,,,,Y,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,N,,,Y,,,,,,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,C,,S,
19750,LATOUCHE,19080,ALASKA,US,United States,60,3,N,148,4,W,CP09,16702,V,CN,G,,,,,,,,,,9,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19880,LAZY BAY,19080,ALASKA,US,United States,56,54,N,154,15,W,CP09,16591,V,CN,P,N,N,N,,,A,F,L,,9,,Y,,,,Y,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,N,N,N,N,Y,Y,N,Y,N,Y,C,,,
4630,LELAND,4570,US LAKE MICHIGAN,US,United States,45,1,N,85,46,W,CP06,14912,V,CB,F,N,N,Y,Y,Y,O,P,P,,,M,N,N,N,N,N,Y,,,,N,N,Y,Y,,Y,,N,N,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,,Y,Y,Y,,,,
7990,LEONARDO,6585,UNITED STATES E COAST,US,United States,40,26,N,74,4,W,CP02,12325,S,CN,F,N,N,N,Y,N,K,J,J,,5,M,,Y,N,N,,Y,,,,,,Y,,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,Y,,Y,,Y,,,,,S,
19600,LETNIKOF COVE,19080,ALASKA,US,United States,59,11,N,135,24,W,CP08,17317,V,CN,G,N,N,N,,,,J,M,,14,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
19375,LITTLE PORT WALTER,19080,ALASKA,US,United States,56,23,N,134,38,W,CP08,17333,V,CN,G,N,N,,Y,,N,G,M,,9,,Y,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16070,LONG BEACH,16000,UNITED STATES W COAST,US,United States,33,46,N,118,11,W,CP07,18751,M,CB,E,Y,N,N,Y,Y,D,G,E,F,4,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M,
16900,LONGVIEW,16000,UNITED STATES W COAST,US,United States,46,8,N,122,56,W,CP07,18524,S,RN,E,N,N,N,Y,Y,J,,K,L,3,L,,,Y,N,Y,,Y,,Y,,Y,,,,Y,,,Y,,Y,Y,,,,,Y,N,,Y,Y,Y,,Y,Y,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,C,,,
8980,LOOP TERMINAL,8650,US GULF COAST,US,United States,28,53,N,90,1,W,CP05,11359,L,OR,F,,,,Y,N,A,A,,A,1,L,,Y,Y,,Y,Y,Y,,,Y,Y,,Y,,N,N,Y,Y,N,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,N,N,N,N,C,,,
3500,LORAIN,3400,US LAKE ERIE,US,United States,41,28,N,82,11,W,CP06,14841,S,RN,E,N,N,Y,Y,Y,M,J,L,,,L,Y,,Y,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,
19170,LORING,19080,ALASKA,US,United States,55,36,N,131,38,W,CP08,17423,V,CN,F,N,N,N,Y,,,A,,,13,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16080,LOS ANGELES,16000,UNITED STATES W COAST,US,United States,33,45,N,118,15,W,CP07,18751,L,CB,E,N,N,N,Y,Y,G,K,E,F,4,L,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,A,M,M,
6610,LUBEC,6585,UNITED STATES E COAST,US,United States,44,52,N,66,59,W,CP01,13396,V,CN,G,N,N,N,Y,N,J,A,J,,18,M,,N,Y,N,N,N,N,,,N,N,,,,Y,,,,N,N,Y,,,,,Y,,,N,Y,,,,,,Y,,,,,,Y,Y,,Y,N,N,C,,S,
4670,LUDINGTON,4570,US LAKE MICHIGAN,US,United States,43,57,N,86,27,W,CP06,14937,S,RN,E,N,N,Y,Y,Y,L,L,L,,,,,,N,N,N,Y,,,,,,Y,Y,,,,,,,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,B,,S,
7240,LYNN,6585,UNITED STATES E COAST,US,United States,42,27,N,70,57,W,CP01,13275,V,CN,G,Y,N,N,Y,N,N,N,N,,9,M,Y,Y,N,N,N,N,N,,,N,N,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,
6630,MACHIAS,6585,UNITED STATES E COAST,US,United States,44,43,N,67,28,W,CP01,13326,V,RN,G,Y,N,Y,N,N,P,J,Q,,13,M,Y,Y,N,N,N,N,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,Y,,,,,,Y,,,,,,Y,Y,,Y,,,C,,S,
6620,MACHIASPORT,6585,UNITED STATES E COAST,US,United States,44,42,N,67,24,W,CP01,13326,V,CN,G,N,N,N,Y,N,M,K,P,,13,M,,,Y,N,N,N,N,,,N,N,,,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,,,Y,,,C,,S,
4530,MACKINAC ISLAND,4300,US LAKE HURON,US,United States,45,51,N,84,37,W,CP06,14881,V,CB,F,N,N,Y,Y,Y,L,L,O,,,M,Y,Y,Y,N,Y,Y,,,,N,N,Y,Y,,,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,
4520,MACKINAW CITY,4300,US LAKE HURON,US,United States,45,47,N,84,43,W,CP06,14881,V,LC,P,N,N,Y,Y,Y,N,N,M,,,M,,,Y,N,Y,Y,,,,N,N,Y,Y,,,,,,,Y,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,,
8820,MADISONVILLE,8650,US GULF COAST,US,United States,30,24,N,90,9,W,CP05,11369,V,RN,E,N,N,N,Y,Y,P,P,P,,,M,,,N,N,N,N,,,,,,,,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,B,S,S,
56170,MAHUKONA,56050,HAWAIIAN ISLANDS,US,United States,20,11,N,155,54,W,CP07,19329,V,CN,F,N,N,N,Y,,J,E,P,,1,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
20110,MAKUSHIN,20095,ALEUTIAN ISLANDS,US,United States,53,46,N,166,59,W,CP09,16517,V,OR,F,Y,Y,N,Y,,,B,,,2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,MANISTEE,4570,US LAKE MICHIGAN,US,United States,44,15,N,86,19,W,CP06,14938,S,RN,E,N,N,Y,Y,Y,M,E,M,,,M,N,Y,N,N,N,Y,,,,N,N,Y,Y,,Y,,N,N,Y,,Y,,,,,Y,,,N,Y,,,,,Y,Y,N,Y,,,,Y,Y,Y,Y,Y,Y,B,,S,
5100,MANISTIQUE,4570,US LAKE MICHIGAN,US,United States,45,57,N,86,15,W,CP06,14908,V,CB,F,N,N,Y,Y,N,P,H,P,,,M,Y,Y,N,N,N,,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,,,,,,
4890,MANITOWOC,4570,US LAKE MICHIGAN,US,United States,44,6,N,87,39,W,CP06,14922,M,RN,F,N,N,Y,Y,Y,N,M,N,,,L,Y,Y,Y,N,N,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,,,,,Y,,,N,Y,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,,
7230,MARBLEHEAD,6585,UNITED STATES E COAST,US,United States,42,30,N,70,51,W,CP01,13276,V,CN,G,Y,N,N,Y,N,M,M,M,,9,M,,,N,N,Y,N,Y,,,N,N,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,Y,,,Y,,Y,,,,,,Y,Y,,Y,,,C,,S,
8070,MARCUS HOOK,6585,UNITED STATES E COAST,US,United States,39,49,N,75,25,W,CP03,12312,S,RN,G,N,N,N,Y,Y,J,J,K,J,6,L,,,Y,N,Y,Y,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,Y,,N,,,,,,,,,Y,,Y,Y,,,Y,Y,Y,Y,C,,,
16410,MARE ISLAND,16000,UNITED STATES W COAST,US,United States,38,6,N,122,16,W,CP07,18655,S,CN,E,N,N,N,Y,Y,L,L,L,,4,,,,,,Y,Y,Y,,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,
4330,MARINE CITY,4300,US LAKE HURON,US,United States,42,43,N,82,30,W,CP06,14852,V,RN,E,N,N,Y,Y,Y,K,K,K,,,L,Y,N,Y,N,N,Y,,,,N,Y,Y,Y,,,,,,Y,,Y,,,,,,,,N,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,,,
7860,MARINERS HARBOR SI,6585,UNITED STATES E COAST,US,United States,40,38,N,74,10,W,CP02,12333,S,CN,G,N,N,N,Y,Y,J,J,K,,5,,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,,
5020,MARINETTE,4570,US LAKE MICHIGAN,US,United States,45,5,N,87,36,W,CP06,14917,S,RN,E,N,N,Y,Y,Y,N,M,N,,,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,N,Y,Y,Y,N,Y,,,,,Y,,,N,,Y,,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,A,,M,
5280,MARQUETTE,5230,US LAKE SUPERIOR,US,United States,46,32,N,87,23,W,CP06,14970,S,CB,G,N,N,Y,Y,Y,M,M,M,,,M,Y,N,Y,N,N,Y,,,,N,N,Y,,,Y,,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,N,Y,,,,Y,Y,N,Y,Y,Y,C,,,
16480,MARTINEZ,16000,UNITED STATES W COAST,US,United States,38,2,N,122,8,W,CP07,18657,V,CN,E,N,N,N,N,,K,,,K,4,L,,,,N,,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,
20180,MASSACRE BAY,20095,ALEUTIAN ISLANDS,US,United States,52,50,N,173,14,E,CP09,16432,V,CN,F,N,N,N,Y,,,A,K,,3,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,N,N,N,N,,,,,,,,,,
6830,MATINICUS,6585,UNITED STATES E COAST,US,United States,43,52,N,68,53,W,CP01,13303,V,CB,F,Y,N,N,Y,N,M,O,P,,9,M,,,N,N,N,N,N,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
7950,MAURER,6585,UNITED STATES E COAST,US,United States,40,32,N,74,15,W,CP02,12331,V,RN,G,N,N,N,Y,Y,J,J,J,,5,,,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,B,,,
8570,MAYPORT,6585,UNITED STATES E COAST,US,United States,30,24,N,81,26,W,CP04,11490,V,RN,E,N,N,N,Y,Y,H,H,H,,5,L,,Y,N,N,N,Y,,,,,Y,Y,Y,,Y,,,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,
19850,MCCORD,19080,ALASKA,US,United States,57,9,N,153,12,W,CP09,16592,V,CN,G,,,,Y,,,,L,,6,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,MENOMINEE,4570,US LAKE MICHIGAN,US,United States,45,6,N,87,36,W,CP06,14917,S,RN,G,N,N,Y,Y,Y,N,M,M,,,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,,,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,B,,S,
19110,METLAKATLA,19080,ALASKA,US,United States,55,8,N,131,34,W,CP08,17435,V,OR,P,,,,,,,P,M,,12,L,Y,Y,,N,,,Y,,,,Y,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,Y,Y,N,N,N,N,N,,,
8640,MIAMI,6585,UNITED STATES E COAST,US,United States,25,47,N,80,11,W,CP04,11468,S,CN,E,N,N,N,Y,,H,A,H,K,3,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,S,M,
4750,MICHIGAN CITY,4570,US LAKE MICHIGAN,US,United States,41,44,N,86,54,W,CP06,14926,S,CB,F,N,N,Y,Y,Y,Q,Q,Q,,,M,N,N,N,N,N,Y,,,,N,N,Y,Y,,Y,Y,Y,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
